category,website,name,phone,address,email
"Cheerleading,Gymnastics,Swimming",,"
									5.
								,Great American Gymnastic Express (GAGE) Center, LLC,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 339-6066'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-681-6993'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-331-0013'>]","1101 NW Jefferson,Blue Springs, 64015",
"Baseball,Basketball,Cheerleading,Flag Football,Soccer",,"
									6.
								,i9 Sports,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 339-6066'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-681-6993'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-331-0013'>]","Overland Park, 66062",
Cheerleading,,"
									7.
								,Kansas City Athletic Cheer,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 339-6066'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-681-6993'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-331-0013'>]","6855 W 152nd Terr,Overland Park, 66223",
"Cheerleading,Gymnastics",,"
									8.
								,Kansas Gymnastics and Cheer Center,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 339-6066'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-681-6993'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-331-0013'>]","1702 E. 123rd Terrace,Olathe, 66061",
"Cheerleading,Gymnastics",,"
									9.
								,Missouri Elite Gymnastics Academy (MEGA),Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 339-6066'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-681-6993'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-331-0013'>]","19601 S. Harrelson Dr.,Belton, 64012",
"Cheerleading,Football,Flag Football",,"
									10.
								,North Suburban Youth Football League,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 339-6066'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-851-7500'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-587-2242'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.831.6000\xa0'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-904-0810'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-681-6993'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-331-0013'>]","Kansas City, MO",
"Basketball,Cheerleading",,"
									1.
								,Upwards Sports - Nall Avenue Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","6701 Nall Ave,Prairie Village, 66208",
"Basketball,Cheerleading",,"
									2.
								,Upwards Sports - Northland Christian Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","3102 NW Topeka Blvd,Topeka, 66617",
"Basketball,Cheerleading",,"
									3.
								,Upwards Sports - Open Door Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","3033 N 103rd Terrace,Kansas City, KS, 66109",
"Basketball,Cheerleading",,"
									4.
								,Upwards Sports - Overland Park Baptist Temple,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","11648 Antioch Rd,Overland Park, 66210",
"Basketball,Cheerleading",,"
									5.
								,Upwards Sports - Plaza Heights Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","1500 SW Clark Rd,Blue Springs, 64015",
"Cheerleading,Flag Football",,"
									6.
								,Upwards Sports - Topeka Bible Church,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","1135 SW College Ave,Topeka, 66604",
"Basketball,Cheerleading",,"
									7.
								,Upwards Sports - Valley View United Methodist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","8412 W. 95th Street,Overland Park, 66212",
"Basketball,Cheerleading,Soccer",,"
									8.
								,Upwards Sports - Wanamaker Woods Church of the Nazarene,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","3501 SW Wanamaker Road,Topeka, 66614",
"Basketball,Cheerleading,Soccer",,"
									9.
								,Upwards Sports - Western Hills Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","2900 S W Auburn Road,Topeka, 66614",
Cheerleading,,"
									10.
								,Young Champions of America,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-4141'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-286-1204'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-334-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-498-8444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-4077'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-642-4400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-273-2248'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-478-3083'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 994-2644'>]","13665 E. 42nd Terr. Suite A,Independence, 64055",
"Cheerleading,Misc",,"1. ,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 379 9067'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]","8537 wayne ave,Kansas City, 64131",
"Cheerleading,Football",,"2. ,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 379 9067'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]",64068,
"Basketball,Cheerleading",,"3. ,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816 379 9067'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-795-8848'>]","4725 NE Lakewood Way,Lees Summit, 64064",
