category,website,name,phone,address,email
Girls Volleyball,,"
									6.
								,Invasion Volleyball Club,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-884-4703'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-210-5895'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'402-968-0702'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-7820'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-3132'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-732-2974'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-272-1128'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-305-9544'>]","2824 Victoria Lane Dr,Blue Springs, 64015",
Girls Volleyball,,"
									7.
								,JCRockits,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-884-4703'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-210-5895'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'402-968-0702'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-7820'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-3132'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-732-2974'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-272-1128'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-305-9544'>]","14000 Summertree,Olathe, 66062-2047",
"Baseball,Basketball,Fastpitch Softball,Girls Volleyball",,"Johnson County Park and Recreation District,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-884-4703'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-210-5895'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'402-968-0702'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-7820'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-3132'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-732-2974'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-272-1128'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-305-9544'>]",,
Girls Volleyball,,"
									8.
								,Kansas Networks VBC,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-884-4703'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-210-5895'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'402-968-0702'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-7820'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-3132'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-732-2974'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-272-1128'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-305-9544'>]","2301 SW Brookfield St,Topeka, 66614",
Girls Volleyball,,"
									9.
								,KC ATTACK,Girls Volleyball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 856-7535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-884-4703'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-210-5895'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'402-968-0702'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-7820'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-229-3132'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-732-2974'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 438-7275'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-272-1128'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-305-9544'>]","10204 N. Brooklyn Ave.,Kansas City, 64155",
"Basketball,Cheerleading",,"
									1.
								,Upwards Sports - East Side Baptist Church Independence,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","19901 E State Route 78,Independence, 64057",
"Basketball,Cheerleading",,"
									2.
								,Upwards Sports - East Side Baptist Church Topeka,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","4425 SE 29th St.,Topeka, 66605",
"Basketball,Cheerleading",,"
									3.
								,Upwards Sports - First Baptist Church Kearney,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","303 S Grove St,Kearney, 64060",
"Basketball,Cheerleading,Soccer",,"
									4.
								,Upwards Sports - First Baptist Church Raytown,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","10500 E State Route 350,Raytown, 64138",
"Basketball,Cheerleading",,"
									5.
								,Upwards Sports - First Baptist Church Sedalia,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","200 E 6th St,Sedalia, 65301",
"Basketball,Cheerleading",,"
									6.
								,Upwards Sports - First Baptist Church Topeka,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","3033 SW MacVicar Ave,Topeka, 66611",
"Basketball,Cheerleading",,"
									7.
								,Upwards Sports - First Church Of The Nazarene,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","2931 W 24th Ave,Emporia, 66801",
"Basketball,Cheerleading",,"
									8.
								,Upwards Sports - Grace Place,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","500 NE 30th Rd,Lamar, 64759",
"Basketball,Cheerleading",,"
									9.
								,Upwards Sports - Green Valley Baptist Church,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","3110 Cook Road,Saint Joseph, 64506",
Basketball,,"
									10.
								,Upwards Sports - Heart of Life,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-796-0955'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 379-9933'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-628-5693'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-353-1994'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'660-826-2160'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'785-267-0380'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(620) 342-2858'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'417-682-6371'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-279-3621'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-862-6717'>]","96 Old Highway 7,Garden City, 64747",
Soccer,,"
									1.
								,Kansas Rush Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","1483 E. 151st Street,Olathe, 66062",
Soccer,,"
									2.
								,KC Blaze Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","Kansas City, MO, 64151",
Soccer,,"
									3.
								,KC Select Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","3035 SW Saddlewood Drive,Lees Summit, 64081",
Soccer,,"
									4.
								,Lee's Summit Soccer Association,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","705B SE Melody Lane,PMB 303,Lees Summit, 64063",
Soccer,,"
									5.
								,Metro United Soccer Club ,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","11009 Johnson Dr.,P.O. Box 3184,Shawnee Mission, 66203",
Soccer,,"
									6.
								,Northeast United Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","3008 W. 48th Street,Westwood, 66205",
Soccer,,"
									7.
								,Northeast United Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","3008 W. 48th Street,Shawnee Mission, 66205",
Soccer,,"
									8.
								,Omega Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","9807 Woodland Ln,Kansas City, MO, 64131",
Soccer,,"
									9.
								,Overland Park Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","8600 W. 95th Street,Ste 201,Overland Park, 66212",
Soccer,,"
									10.
								,Raytown Soccer Club,Soccer","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-4111'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'8135879114'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-752-8042'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-554-2255'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-432-2250'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.677.0595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-735-6381'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-484-1595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-205-8400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-313-7721'>]","6029 Raytown Road,Raytown, 64133",
Fastpitch Softball,,"
									1.
								,Olathe Girls Softball Association,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-530-6542'>]","13901 W. 151st Street,Olathe, 66062",
Fastpitch Softball,,"
									2.
								,Olathe Rockets Fastpitch Softball Team,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-530-6542'>]",Olathe,
Fastpitch Softball,,"
									3.
								,Originals Fastpitch Softball Team,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-530-6542'>]",Independence,
Fastpitch Softball,,"
									4.
								,Team Power Fastpitch Softball,Fastpitch Softball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-530-6542'>]","Kansas City, MO",
"Cheerleading,Flag Football",,"
									1.
								,Upwards Sports - Topeka Bible Church,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>]","1135 SW College Ave,Topeka, 66604",
"Baseball,Basketball,Flag Football,Soccer",,"
									2.
								,YMCA of Greater Kansas City,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>]","3100 Broadway, Suite 1020,Kansas City, MO, 64111",
"Basketball,Flag Football,Soccer",,"3. ,Basketball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(785) 234-5545'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.561.9622'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.984.8030'>]","110 East 5th,Kansas City, 64105",
Tennis,,"
									1.
								,Kansas City Racquet Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","6501 E. Frontage Road,Merriam, 66202",
Tennis,,"
									2.
								,Lake Quivira Country Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","100 Crescent Boulevard ,Lake Quivira, 66217",
Tennis,,"
									3.
								,Leawood Parks & Recreation  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","10601 Lee Boulevard,Leawood, 66206",
Tennis,,"
									4.
								,Meadowbrook Country Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","9101 Nall Avenue,Prairie Village, 66207",
